TIME,PRICE
2024-01-01 22:15:00,46.1475
2024-01-01 22:30:00,44.795
2024-01-01 22:45:00,43.4425
2024-01-01 23:00:00,42.09
2024-01-01 23:15:00,41.0175
2024-01-01 23:30:00,39.945
2024-01-01 23:45:00,38.8725
2024-01-02 00:00:00,37.8
2024-01-02 00:15:00,34.7525
2024-01-02 00:30:00,31.705
2024-01-02 00:45:00,28.6575
2024-01-02 01:00:00,25.61
2024-01-02 01:15:00,24.36
2024-01-02 01:30:00,23.11
2024-01-02 01:45:00,21.86
2024-01-02 02:00:00,20.61
2024-01-02 02:15:00,19.0925
2024-01-02 02:30:00,17.575
2024-01-02 02:45:00,16.057499999999997
2024-01-02 03:00:00,14.54
2024-01-02 03:15:00,14.2075
2024-01-02 03:30:00,13.875
2024-01-02 03:45:00,13.5425
2024-01-02 04:00:00,13.21
2024-01-02 04:15:00,13.5425
2024-01-02 04:30:00,13.875
2024-01-02 04:45:00,14.2075
2024-01-02 05:00:00,14.54
2024-01-02 05:15:00,19.9775
2024-01-02 05:30:00,25.415
2024-01-02 05:45:00,30.8525
2024-01-02 06:00:00,36.29
2024-01-02 06:15:00,38.3925
2024-01-02 06:30:00,40.495000000000005
2024-01-02 06:45:00,42.597500000000004
2024-01-02 07:00:00,44.7
2024-01-02 07:15:00,46.97
2024-01-02 07:30:00,49.24
2024-01-02 07:45:00,51.510000000000005
2024-01-02 08:00:00,53.78
2024-01-02 08:15:00,53.8925
2024-01-02 08:30:00,54.004999999999995
2024-01-02 08:45:00,54.1175
2024-01-02 09:00:00,54.23
2024-01-02 09:15:00,53.1725
2024-01-02 09:30:00,52.114999999999995
2024-01-02 09:45:00,51.0575
2024-01-02 10:00:00,50.0
2024-01-02 10:15:00,50.55
2024-01-02 10:30:00,51.1
2024-01-02 10:45:00,51.650000000000006
2024-01-02 11:00:00,52.2
2024-01-02 11:15:00,50.400000000000006
2024-01-02 11:30:00,48.6
2024-01-02 11:45:00,46.8
2024-01-02 12:00:00,45.0
2024-01-02 12:15:00,44.5
2024-01-02 12:30:00,44.0
2024-01-02 12:45:00,43.5
2024-01-02 13:00:00,43.0
2024-01-02 13:15:00,43.0
2024-01-02 13:30:00,43.0
2024-01-02 13:45:00,43.0
2024-01-02 14:00:00,43.0
2024-01-02 14:15:00,42.4975
2024-01-02 14:30:00,41.995000000000005
2024-01-02 14:45:00,41.4925
2024-01-02 15:00:00,40.99
2024-01-02 15:15:00,41.6575
2024-01-02 15:30:00,42.325
2024-01-02 15:45:00,42.9925
2024-01-02 16:00:00,43.66
2024-01-02 16:15:00,45.795
2024-01-02 16:30:00,47.93
2024-01-02 16:45:00,50.065
2024-01-02 17:00:00,52.2
2024-01-02 17:15:00,53.5925
2024-01-02 17:30:00,54.985
2024-01-02 17:45:00,56.377500000000005
2024-01-02 18:00:00,57.77
2024-01-02 18:15:00,58.940000000000005
2024-01-02 18:30:00,60.11
2024-01-02 18:45:00,61.28
2024-01-02 19:00:00,62.45
2024-01-02 19:15:00,61.337500000000006
2024-01-02 19:30:00,60.225
2024-01-02 19:45:00,59.1125
2024-01-02 20:00:00,58.0
2024-01-02 20:15:00,56.707499999999996
2024-01-02 20:30:00,55.415
2024-01-02 20:45:00,54.1225
2024-01-02 21:00:00,52.83
2024-01-02 21:15:00,51.1875
2024-01-02 21:30:00,49.545
2024-01-02 21:45:00,47.902499999999996
2024-01-02 22:00:00,46.26
2024-01-02 22:15:00,44.72
2024-01-02 22:30:00,43.18
2024-01-02 22:45:00,41.64
2024-01-02 23:00:00,40.1
2024-01-02 23:15:00,31.775
2024-01-02 23:30:00,23.45
2024-01-02 23:45:00,15.125
2024-01-03 00:00:00,6.8
2024-01-03 00:15:00,5.9
2024-01-03 00:30:00,5.0
2024-01-03 00:45:00,4.1
2024-01-03 01:00:00,3.2
2024-01-03 01:15:00,3.2
2024-01-03 01:30:00,3.2
2024-01-03 01:45:00,3.2
2024-01-03 02:00:00,3.2
2024-01-03 02:15:00,3.2
2024-01-03 02:30:00,3.2
2024-01-03 02:45:00,3.2
2024-01-03 03:00:00,3.2
2024-01-03 03:15:00,3.2
2024-01-03 03:30:00,3.2
2024-01-03 03:45:00,3.2
2024-01-03 04:00:00,3.2
2024-01-03 04:15:00,2.9525
2024-01-03 04:30:00,2.705
2024-01-03 04:45:00,2.4575
2024-01-03 05:00:00,2.21
2024-01-03 05:15:00,2.8525
2024-01-03 05:30:00,3.495
2024-01-03 05:45:00,4.1375
2024-01-03 06:00:00,4.78
2024-01-03 06:15:00,14.940000000000001
2024-01-03 06:30:00,25.1
2024-01-03 06:45:00,35.26
2024-01-03 07:00:00,45.42
2024-01-03 07:15:00,49.545
2024-01-03 07:30:00,53.67
2024-01-03 07:45:00,57.795
2024-01-03 08:00:00,61.92
2024-01-03 08:15:00,63.19
2024-01-03 08:30:00,64.46000000000001
2024-01-03 08:45:00,65.73
2024-01-03 09:00:00,67.0
2024-01-03 09:15:00,66.15
2024-01-03 09:30:00,65.3
2024-01-03 09:45:00,64.45
2024-01-03 10:00:00,63.6
2024-01-03 10:15:00,62.325
2024-01-03 10:30:00,61.05
2024-01-03 10:45:00,59.775
2024-01-03 11:00:00,58.5
2024-01-03 11:15:00,59.775
2024-01-03 11:30:00,61.05
2024-01-03 11:45:00,62.325
2024-01-03 12:00:00,63.6
2024-01-03 12:15:00,63.5375
2024-01-03 12:30:00,63.475
2024-01-03 12:45:00,63.4125
2024-01-03 13:00:00,63.35
2024-01-03 13:15:00,63.4125
2024-01-03 13:30:00,63.475
2024-01-03 13:45:00,63.5375
2024-01-03 14:00:00,63.6
2024-01-03 14:15:00,64.2075
2024-01-03 14:30:00,64.815
2024-01-03 14:45:00,65.4225
2024-01-03 15:00:00,66.03
2024-01-03 15:15:00,66.4025
2024-01-03 15:30:00,66.775
2024-01-03 15:45:00,67.1475
2024-01-03 16:00:00,67.52
2024-01-03 16:15:00,73.0325
2024-01-03 16:30:00,78.54499999999999
2024-01-03 16:45:00,84.05749999999999
2024-01-03 17:00:00,89.57
2024-01-03 17:15:00,90.72749999999999
2024-01-03 17:30:00,91.88499999999999
2024-01-03 17:45:00,93.0425
2024-01-03 18:00:00,94.2
2024-01-03 18:15:00,96.7375
2024-01-03 18:30:00,99.275
2024-01-03 18:45:00,101.8125
2024-01-03 19:00:00,104.35
2024-01-03 19:15:00,106.5775
2024-01-03 19:30:00,108.805
2024-01-03 19:45:00,111.0325
2024-01-03 20:00:00,113.26
2024-01-03 20:15:00,113.26
2024-01-03 20:30:00,113.26
2024-01-03 20:45:00,113.26
2024-01-03 21:00:00,113.26
2024-01-03 21:15:00,108.495
2024-01-03 21:30:00,103.73
2024-01-03 21:45:00,98.965
2024-01-03 22:00:00,94.2
2024-01-03 22:15:00,92.295
2024-01-03 22:30:00,90.39
2024-01-03 22:45:00,88.485
2024-01-03 23:00:00,86.58
2024-01-03 23:15:00,87.5325
2024-01-03 23:30:00,88.485
2024-01-03 23:45:00,89.4375
2024-01-04 00:00:00,90.39
2024-01-04 00:15:00,89.5425
2024-01-04 00:30:00,88.695
2024-01-04 00:45:00,87.8475
2024-01-04 01:00:00,87.0
2024-01-04 01:15:00,85.3025
2024-01-04 01:30:00,83.60499999999999
2024-01-04 01:45:00,81.9075
2024-01-04 02:00:00,80.21
2024-01-04 02:15:00,77.68249999999999
2024-01-04 02:30:00,75.155
2024-01-04 02:45:00,72.6275
2024-01-04 03:00:00,70.1
2024-01-04 03:15:00,69.28999999999999
2024-01-04 03:30:00,68.47999999999999
2024-01-04 03:45:00,67.67
2024-01-04 04:00:00,66.86
2024-01-04 04:15:00,67.18
2024-01-04 04:30:00,67.5
2024-01-04 04:45:00,67.82
2024-01-04 05:00:00,68.14
2024-01-04 05:15:00,72.78999999999999
2024-01-04 05:30:00,77.44
2024-01-04 05:45:00,82.09
2024-01-04 06:00:00,86.74
2024-01-04 06:15:00,88.6825
2024-01-04 06:30:00,90.625
2024-01-04 06:45:00,92.5675
2024-01-04 07:00:00,94.51
2024-01-04 07:15:00,94.88250000000001
2024-01-04 07:30:00,95.255
2024-01-04 07:45:00,95.6275
2024-01-04 08:00:00,96.0
2024-01-04 08:15:00,96.5325
2024-01-04 08:30:00,97.065
2024-01-04 08:45:00,97.5975
2024-01-04 09:00:00,98.13
2024-01-04 09:15:00,97.3475
2024-01-04 09:30:00,96.565
2024-01-04 09:45:00,95.7825
2024-01-04 10:00:00,95.0
2024-01-04 10:15:00,93.8375
2024-01-04 10:30:00,92.675
2024-01-04 10:45:00,91.51249999999999
2024-01-04 11:00:00,90.35
2024-01-04 11:15:00,90.01249999999999
2024-01-04 11:30:00,89.675
2024-01-04 11:45:00,89.3375
2024-01-04 12:00:00,89.0
2024-01-04 12:15:00,88.24
2024-01-04 12:30:00,87.47999999999999
2024-01-04 12:45:00,86.72
2024-01-04 13:00:00,85.96
2024-01-04 13:15:00,87.4975
2024-01-04 13:30:00,89.035
2024-01-04 13:45:00,90.57249999999999
2024-01-04 14:00:00,92.11
2024-01-04 14:15:00,93.7375
2024-01-04 14:30:00,95.36500000000001
2024-01-04 14:45:00,96.9925
2024-01-04 15:00:00,98.62
2024-01-04 15:15:00,98.84
2024-01-04 15:30:00,99.06
2024-01-04 15:45:00,99.28
2024-01-04 16:00:00,99.5
2024-01-04 16:15:00,99.625
2024-01-04 16:30:00,99.75
2024-01-04 16:45:00,99.875
2024-01-04 17:00:00,100.0
2024-01-04 17:15:00,100.6425
2024-01-04 17:30:00,101.285
2024-01-04 17:45:00,101.9275
2024-01-04 18:00:00,102.57
2024-01-04 18:15:00,102.9275
2024-01-04 18:30:00,103.285
2024-01-04 18:45:00,103.6425
2024-01-04 19:00:00,104.0
2024-01-04 19:15:00,104.295
2024-01-04 19:30:00,104.59
2024-01-04 19:45:00,104.885
2024-01-04 20:00:00,105.18
2024-01-04 20:15:00,104.49000000000001
2024-01-04 20:30:00,103.80000000000001
2024-01-04 20:45:00,103.11
2024-01-04 21:00:00,102.42
2024-01-04 21:15:00,101.6675
2024-01-04 21:30:00,100.91499999999999
2024-01-04 21:45:00,100.1625
2024-01-04 22:00:00,99.41
2024-01-04 22:15:00,97.155
2024-01-04 22:30:00,94.9
2024-01-04 22:45:00,92.645
2024-01-04 23:00:00,90.39
2024-01-04 23:15:00,89.3125
2024-01-04 23:30:00,88.235
2024-01-04 23:45:00,87.1575
2024-01-05 00:00:00,86.08
2024-01-05 00:15:00,84.6875
2024-01-05 00:30:00,83.295
2024-01-05 00:45:00,81.9025
2024-01-05 01:00:00,80.51
2024-01-05 01:15:00,79.635
2024-01-05 01:30:00,78.76
2024-01-05 01:45:00,77.885
2024-01-05 02:00:00,77.01
2024-01-05 02:15:00,75.42500000000001
2024-01-05 02:30:00,73.84
2024-01-05 02:45:00,72.255
2024-01-05 03:00:00,70.67
2024-01-05 03:15:00,68.2775
2024-01-05 03:30:00,65.885
2024-01-05 03:45:00,63.4925
2024-01-05 04:00:00,61.1
2024-01-05 04:15:00,62.89
2024-01-05 04:30:00,64.68
2024-01-05 04:45:00,66.47
2024-01-05 05:00:00,68.26
2024-01-05 05:15:00,69.94500000000001
2024-01-05 05:30:00,71.63
2024-01-05 05:45:00,73.315
2024-01-05 06:00:00,75.0
2024-01-05 06:15:00,77.8475
2024-01-05 06:30:00,80.695
2024-01-05 06:45:00,83.5425
2024-01-05 07:00:00,86.39
2024-01-05 07:15:00,87.5125
2024-01-05 07:30:00,88.63499999999999
2024-01-05 07:45:00,89.7575
2024-01-05 08:00:00,90.88
2024-01-05 08:15:00,90.66
2024-01-05 08:30:00,90.44
2024-01-05 08:45:00,90.22
2024-01-05 09:00:00,90.0
2024-01-05 09:15:00,86.6175
2024-01-05 09:30:00,83.235
2024-01-05 09:45:00,79.85249999999999
2024-01-05 10:00:00,76.47
2024-01-05 10:15:00,71.7725
2024-01-05 10:30:00,67.075
2024-01-05 10:45:00,62.3775
2024-01-05 11:00:00,57.68
2024-01-05 11:15:00,54.7275
2024-01-05 11:30:00,51.775
2024-01-05 11:45:00,48.8225
2024-01-05 12:00:00,45.87
2024-01-05 12:15:00,45.42
2024-01-05 12:30:00,44.97
2024-01-05 12:45:00,44.519999999999996
2024-01-05 13:00:00,44.07
2024-01-05 13:15:00,43.0525
2024-01-05 13:30:00,42.035
2024-01-05 13:45:00,41.0175
2024-01-05 14:00:00,40.0
2024-01-05 14:15:00,39.457499999999996
2024-01-05 14:30:00,38.915
2024-01-05 14:45:00,38.3725
2024-01-05 15:00:00,37.83
2024-01-05 15:15:00,39.464999999999996
2024-01-05 15:30:00,41.099999999999994
2024-01-05 15:45:00,42.735
2024-01-05 16:00:00,44.37
2024-01-05 16:15:00,50.027499999999996
2024-01-05 16:30:00,55.685
2024-01-05 16:45:00,61.3425
2024-01-05 17:00:00,67.0
2024-01-05 17:15:00,69.1175
2024-01-05 17:30:00,71.235
2024-01-05 17:45:00,73.35249999999999
2024-01-05 18:00:00,75.47
2024-01-05 18:15:00,76.15
2024-01-05 18:30:00,76.83
2024-01-05 18:45:00,77.50999999999999
2024-01-05 19:00:00,78.19
2024-01-05 19:15:00,78.6275
2024-01-05 19:30:00,79.065
2024-01-05 19:45:00,79.5025
2024-01-05 20:00:00,79.94
2024-01-05 20:15:00,79.52
2024-01-05 20:30:00,79.1
2024-01-05 20:45:00,78.68
2024-01-05 21:00:00,78.26
2024-01-05 21:15:00,77.44500000000001
2024-01-05 21:30:00,76.63
2024-01-05 21:45:00,75.815
2024-01-05 22:00:00,75.0
2024-01-05 22:15:00,73.25
2024-01-05 22:30:00,71.5
2024-01-05 22:45:00,69.75
2024-01-05 23:00:00,68.0
2024-01-05 23:15:00,64.125
2024-01-05 23:30:00,60.25
2024-01-05 23:45:00,56.375
2024-01-06 00:00:00,52.5
2024-01-06 00:15:00,50.625
2024-01-06 00:30:00,48.75
2024-01-06 00:45:00,46.875
2024-01-06 01:00:00,45.0
2024-01-06 01:15:00,44.8
2024-01-06 01:30:00,44.6
2024-01-06 01:45:00,44.400000000000006
2024-01-06 02:00:00,44.2
2024-01-06 02:15:00,44.025000000000006
2024-01-06 02:30:00,43.85
2024-01-06 02:45:00,43.675
2024-01-06 03:00:00,43.5
2024-01-06 03:15:00,38.6225
2024-01-06 03:30:00,33.745
2024-01-06 03:45:00,28.8675
2024-01-06 04:00:00,23.99
2024-01-06 04:15:00,23.99
2024-01-06 04:30:00,23.99
2024-01-06 04:45:00,23.99
2024-01-06 05:00:00,23.99
2024-01-06 05:15:00,25.619999999999997
2024-01-06 05:30:00,27.25
2024-01-06 05:45:00,28.880000000000003
2024-01-06 06:00:00,30.51
2024-01-06 06:15:00,33.9825
2024-01-06 06:30:00,37.455
2024-01-06 06:45:00,40.927499999999995
2024-01-06 07:00:00,44.4
2024-01-06 07:15:00,44.75
2024-01-06 07:30:00,45.099999999999994
2024-01-06 07:45:00,45.449999999999996
2024-01-06 08:00:00,45.8
2024-01-06 08:15:00,45.599999999999994
2024-01-06 08:30:00,45.4
2024-01-06 08:45:00,45.2
2024-01-06 09:00:00,45.0
2024-01-06 09:15:00,40.0
2024-01-06 09:30:00,35.0
2024-01-06 09:45:00,30.0
2024-01-06 10:00:00,25.0
2024-01-06 10:15:00,19.75
2024-01-06 10:30:00,14.5
2024-01-06 10:45:00,9.25
2024-01-06 11:00:00,4.0
2024-01-06 11:15:00,3.8
2024-01-06 11:30:00,3.6
2024-01-06 11:45:00,3.4000000000000004
2024-01-06 12:00:00,3.2
2024-01-06 12:15:00,3.2
2024-01-06 12:30:00,3.2
2024-01-06 12:45:00,3.2
2024-01-06 13:00:00,3.2
2024-01-06 13:15:00,3.2
2024-01-06 13:30:00,3.2
2024-01-06 13:45:00,3.2
2024-01-06 14:00:00,3.2
2024-01-06 14:15:00,3.2
2024-01-06 14:30:00,3.2
2024-01-06 14:45:00,3.2
2024-01-06 15:00:00,3.2
2024-01-06 15:15:00,8.65
2024-01-06 15:30:00,14.100000000000001
2024-01-06 15:45:00,19.55
2024-01-06 16:00:00,25.0
2024-01-06 16:15:00,35.0
2024-01-06 16:30:00,45.0
2024-01-06 16:45:00,55.0
2024-01-06 17:00:00,65.0
2024-01-06 17:15:00,70.24
2024-01-06 17:30:00,75.47999999999999
2024-01-06 17:45:00,80.72
2024-01-06 18:00:00,85.96
2024-01-06 18:15:00,87.48249999999999
2024-01-06 18:30:00,89.005
2024-01-06 18:45:00,90.5275
2024-01-06 19:00:00,92.05
2024-01-06 19:15:00,92.07249999999999
2024-01-06 19:30:00,92.095
2024-01-06 19:45:00,92.1175
2024-01-06 20:00:00,92.14
2024-01-06 20:15:00,91.105
2024-01-06 20:30:00,90.07
2024-01-06 20:45:00,89.035
2024-01-06 21:00:00,88.0
2024-01-06 21:15:00,87.6425
2024-01-06 21:30:00,87.285
2024-01-06 21:45:00,86.9275
2024-01-06 22:00:00,86.57
2024-01-06 22:15:00,84.895
2024-01-06 22:30:00,83.22
2024-01-06 22:45:00,81.545
2024-01-06 23:00:00,79.87
2024-01-06 23:15:00,80.9225
2024-01-06 23:30:00,81.975
2024-01-06 23:45:00,83.0275
2024-01-07 00:00:00,84.08
2024-01-07 00:15:00,83.015
2024-01-07 00:30:00,81.94999999999999
2024-01-07 00:45:00,80.88499999999999
2024-01-07 01:00:00,79.82
2024-01-07 01:15:00,79.05499999999999
2024-01-07 01:30:00,78.28999999999999
2024-01-07 01:45:00,77.525
2024-01-07 02:00:00,76.76
2024-01-07 02:15:00,75.935
2024-01-07 02:30:00,75.11
2024-01-07 02:45:00,74.285
2024-01-07 03:00:00,73.46
2024-01-07 03:15:00,73.06
2024-01-07 03:30:00,72.66
2024-01-07 03:45:00,72.25999999999999
2024-01-07 04:00:00,71.86
2024-01-07 04:15:00,71.91499999999999
2024-01-07 04:30:00,71.97
2024-01-07 04:45:00,72.025
2024-01-07 05:00:00,72.08
2024-01-07 05:15:00,72.785
2024-01-07 05:30:00,73.49000000000001
2024-01-07 05:45:00,74.19500000000001
2024-01-07 06:00:00,74.9
2024-01-07 06:15:00,75.5975
2024-01-07 06:30:00,76.295
2024-01-07 06:45:00,76.9925
2024-01-07 07:00:00,77.69
2024-01-07 07:15:00,78.715
2024-01-07 07:30:00,79.74000000000001
2024-01-07 07:45:00,80.765
2024-01-07 08:00:00,81.79
2024-01-07 08:15:00,82.5575
2024-01-07 08:30:00,83.325
2024-01-07 08:45:00,84.0925
2024-01-07 09:00:00,84.86
2024-01-07 09:15:00,78.895
2024-01-07 09:30:00,72.93
2024-01-07 09:45:00,66.965
2024-01-07 10:00:00,61.0
2024-01-07 10:15:00,59.7175
2024-01-07 10:30:00,58.435
2024-01-07 10:45:00,57.152499999999996
2024-01-07 11:00:00,55.87
2024-01-07 11:15:00,54.552499999999995
2024-01-07 11:30:00,53.235
2024-01-07 11:45:00,51.917500000000004
2024-01-07 12:00:00,50.6
2024-01-07 12:15:00,50.8925
2024-01-07 12:30:00,51.185
2024-01-07 12:45:00,51.477500000000006
2024-01-07 13:00:00,51.77
2024-01-07 13:15:00,51.322500000000005
2024-01-07 13:30:00,50.875
2024-01-07 13:45:00,50.427499999999995
2024-01-07 14:00:00,49.98
2024-01-07 14:15:00,48.8775
2024-01-07 14:30:00,47.775
2024-01-07 14:45:00,46.6725
2024-01-07 15:00:00,45.57
2024-01-07 15:15:00,49.1775
2024-01-07 15:30:00,52.785
2024-01-07 15:45:00,56.3925
2024-01-07 16:00:00,60.0
2024-01-07 16:15:00,68.0125
2024-01-07 16:30:00,76.025
2024-01-07 16:45:00,84.0375
2024-01-07 17:00:00,92.05
2024-01-07 17:15:00,95.25
2024-01-07 17:30:00,98.44999999999999
2024-01-07 17:45:00,101.64999999999999
2024-01-07 18:00:00,104.85
2024-01-07 18:15:00,104.52499999999999
2024-01-07 18:30:00,104.19999999999999
2024-01-07 18:45:00,103.875
2024-01-07 19:00:00,103.55
2024-01-07 19:15:00,102.7875
2024-01-07 19:30:00,102.025
2024-01-07 19:45:00,101.2625
2024-01-07 20:00:00,100.5
2024-01-07 20:15:00,99.3475
2024-01-07 20:30:00,98.195
2024-01-07 20:45:00,97.0425
2024-01-07 21:00:00,95.89
2024-01-07 21:15:00,94.71000000000001
2024-01-07 21:30:00,93.53
2024-01-07 21:45:00,92.35
2024-01-07 22:00:00,91.17
2024-01-07 22:15:00,89.3425
2024-01-07 22:30:00,87.515
2024-01-07 22:45:00,85.6875
2024-01-07 23:00:00,83.86
2024-01-07 23:15:00,85.4825
2024-01-07 23:30:00,87.10499999999999
2024-01-07 23:45:00,88.72749999999999
2024-01-08 00:00:00,90.35
2024-01-08 00:15:00,90.21249999999999
2024-01-08 00:30:00,90.07499999999999
2024-01-08 00:45:00,89.9375
2024-01-08 01:00:00,89.8
2024-01-08 01:15:00,89.4
2024-01-08 01:30:00,89.0
2024-01-08 01:45:00,88.6
2024-01-08 02:00:00,88.2
2024-01-08 02:15:00,85.8475
2024-01-08 02:30:00,83.495
2024-01-08 02:45:00,81.14250000000001
2024-01-08 03:00:00,78.79
2024-01-08 03:15:00,78.7
2024-01-08 03:30:00,78.61000000000001
2024-01-08 03:45:00,78.52000000000001
2024-01-08 04:00:00,78.43
2024-01-08 04:15:00,79.3475
2024-01-08 04:30:00,80.265
2024-01-08 04:45:00,81.1825
2024-01-08 05:00:00,82.1
2024-01-08 05:15:00,85.14999999999999
2024-01-08 05:30:00,88.19999999999999
2024-01-08 05:45:00,91.25
2024-01-08 06:00:00,94.3
2024-01-08 06:15:00,98.49249999999999
2024-01-08 06:30:00,102.685
2024-01-08 06:45:00,106.8775
2024-01-08 07:00:00,111.07
2024-01-08 07:15:00,113.4025
2024-01-08 07:30:00,115.735
2024-01-08 07:45:00,118.0675
2024-01-08 08:00:00,120.4
2024-01-08 08:15:00,119.545
2024-01-08 08:30:00,118.69
2024-01-08 08:45:00,117.83500000000001
2024-01-08 09:00:00,116.98
2024-01-08 09:15:00,115.3775
2024-01-08 09:30:00,113.775
2024-01-08 09:45:00,112.1725
2024-01-08 10:00:00,110.57
2024-01-08 10:15:00,108.6775
2024-01-08 10:30:00,106.785
2024-01-08 10:45:00,104.8925
2024-01-08 11:00:00,103.0
2024-01-08 11:15:00,101.115
2024-01-08 11:30:00,99.22999999999999
2024-01-08 11:45:00,97.345
2024-01-08 12:00:00,95.46
2024-01-08 12:15:00,95.065
2024-01-08 12:30:00,94.66999999999999
2024-01-08 12:45:00,94.27499999999999
2024-01-08 13:00:00,93.88
2024-01-08 13:15:00,95.41
2024-01-08 13:30:00,96.94
2024-01-08 13:45:00,98.47
2024-01-08 14:00:00,100.0
2024-01-08 14:15:00,101.995
2024-01-08 14:30:00,103.99000000000001
2024-01-08 14:45:00,105.985
2024-01-08 15:00:00,107.98
2024-01-08 15:15:00,109.80250000000001
2024-01-08 15:30:00,111.625
2024-01-08 15:45:00,113.44749999999999
2024-01-08 16:00:00,115.27
2024-01-08 16:15:00,117.745
2024-01-08 16:30:00,120.22
2024-01-08 16:45:00,122.695
2024-01-08 17:00:00,125.17
2024-01-08 17:15:00,126.375
2024-01-08 17:30:00,127.58000000000001
2024-01-08 17:45:00,128.785
2024-01-08 18:00:00,129.99
2024-01-08 18:15:00,129.9925
2024-01-08 18:30:00,129.995
2024-01-08 18:45:00,129.9975
2024-01-08 19:00:00,130.0
2024-01-08 19:15:00,130.82
2024-01-08 19:30:00,131.64
2024-01-08 19:45:00,132.46
2024-01-08 20:00:00,133.28
2024-01-08 20:15:00,132.3275
2024-01-08 20:30:00,131.375
2024-01-08 20:45:00,130.4225
2024-01-08 21:00:00,129.47
2024-01-08 21:15:00,125.9575
2024-01-08 21:30:00,122.445
2024-01-08 21:45:00,118.9325
2024-01-08 22:00:00,115.42
2024-01-08 22:15:00,113.56
2024-01-08 22:30:00,111.7
2024-01-08 22:45:00,109.84
2024-01-08 23:00:00,107.98
2024-01-08 23:15:00,105.715
2024-01-08 23:30:00,103.45
2024-01-08 23:45:00,101.185
2024-01-09 00:00:00,98.92
2024-01-09 00:15:00,99.19
2024-01-09 00:30:00,99.46000000000001
2024-01-09 00:45:00,99.73
2024-01-09 01:00:00,100.0
2024-01-09 01:15:00,99.6075
2024-01-09 01:30:00,99.215
2024-01-09 01:45:00,98.8225
2024-01-09 02:00:00,98.43
2024-01-09 02:15:00,98.4775
2024-01-09 02:30:00,98.525
2024-01-09 02:45:00,98.5725
2024-01-09 03:00:00,98.62
2024-01-09 03:15:00,98.2525
2024-01-09 03:30:00,97.885
2024-01-09 03:45:00,97.51750000000001
2024-01-09 04:00:00,97.15
2024-01-09 04:15:00,97.245
2024-01-09 04:30:00,97.34
