yhat1,yhat8,yhat12
42.210758209228516,54.25410842895508,57.998023986816406
41.517478942871094,43.01979064941406,52.08636474609375
40.15248107910156,40.61166000366211,50.786678314208984
38.95092010498047,40.82090377807617,51.173789978027344
38.02016830444336,39.83555603027344,51.66252517700195
37.36624526977539,41.33806228637695,42.29961395263672
32.34175109863281,40.84402847290039,40.23783493041992
29.131685256958008,41.01314163208008,40.65214157104492
26.273998260498047,40.486854553222656,40.07868576049805
24.044836044311523,39.653289794921875,41.98267364501953
23.64765739440918,38.92481994628906,41.7447509765625
22.346179962158203,38.76589584350586,42.00836181640625
21.20136833190918,38.20363998413086,41.663631439208984
19.794984817504883,30.21719741821289,41.171302795410156
18.189281463623047,27.56034278869629,40.538429260253906
16.664152145385742,26.361886978149414,40.33898162841797
15.229217529296875,24.359704971313477,39.828704833984375
13.587677955627441,26.702865600585938,33.019073486328125
14.398225784301758,25.80823516845703,30.632469177246094
14.20407485961914,24.783679962158203,29.74860191345215
13.828320503234863,23.85295295715332,28.270549774169922
13.228511810302734,22.70842933654785,30.991283416748047
14.50731086730957,22.18307876586914,30.906410217285156
15.030572891235352,21.98711585998535,30.86484146118164
15.406192779541016,21.894092559814453,31.05472183227539
15.294563293457031,26.284290313720703,31.283618927001953
25.50644874572754,27.775781631469727,32.11612319946289
31.284687042236328,28.647724151611328,33.317466735839844
36.49626922607422,30.043304443359375,34.50735855102539
39.840309143066406,34.234073638916016,39.3780517578125
40.76057434082031,35.86347961425781,41.5346794128418
42.92022705078125,36.186927795410156,42.547760009765625
44.659523010253906,36.20426559448242,43.45280075073242
46.04132843017578,53.58085632324219,46.14180374145508
48.685394287109375,56.65607452392578,46.08009338378906
50.89268112182617,55.68019104003906,44.26057434082031
52.84669876098633,55.557796478271484,41.70090866088867
54.42654037475586,48.06344223022461,54.09616470336914
53.064483642578125,45.43882369995117,54.288726806640625
53.1347770690918,42.502593994140625,50.66553497314453
53.17524719238281,40.238182067871094,47.95022964477539
53.69520950317383,39.958431243896484,38.8511848449707
51.43206787109375,39.360877990722656,34.92143630981445
50.39485549926758,38.94118881225586,31.521907806396484
49.494712829589844,39.88385772705078,29.348011016845703
49.4783821105957,35.62823486328125,29.462085723876953
50.70086669921875,36.90302276611328,29.98814582824707
51.258270263671875,39.33300018310547,31.058208465576172
51.80503845214844,41.91468811035156,33.383583068847656
52.881797790527344,39.82936477661133,30.836044311523438
48.68661117553711,41.14067077636719,33.054649353027344
46.621639251708984,43.1735725402832,36.19636154174805
45.065372467041016,44.186683654785156,39.25017547607422
44.13520050048828,48.0264778137207,37.858154296875
43.93564224243164,48.8365364074707,39.103328704833984
43.32239532470703,49.31110763549805,40.85054397583008
42.90406799316406,49.75334930419922,41.684288024902344
42.653133392333984,41.347782135009766,44.92228317260742
42.916412353515625,39.36349868774414,45.56941604614258
42.92555618286133,39.387542724609375,45.872379302978516
43.088130950927734,38.50992965698242,46.494293212890625
43.02946472167969,40.38717269897461,39.842899322509766
42.30431365966797,40.75060272216797,38.625587463378906
41.872135162353516,41.6662483215332,39.5732421875
41.47622299194336,42.74501037597656,39.87248229980469
41.05350112915039,45.35357666015625,42.89137268066406
42.7433967590332,47.107784271240234,44.455116271972656
43.52376174926758,48.857032775878906,46.41957473754883
44.16543197631836,50.405765533447266,48.464393615722656
44.55270767211914,50.507469177246094,51.90568542480469
48.2518310546875,51.494178771972656,54.44301223754883
50.56200408935547,52.59490203857422,56.973228454589844
52.738834381103516,53.54324722290039,59.34940719604492
54.148353576660156,58.36660385131836,60.5993766784668
55.68359375,60.45603561401367,62.69410705566406
57.2673225402832,62.01812744140625,65.01250457763672
58.60305404663086,64.1396713256836,67.2127456665039
59.70597839355469,71.99200439453125,72.75252532958984
60.96979522705078,75.63285064697266,75.88324737548828
62.17083740234375,77.99551391601562,78.23675537109375
63.20391082763672,80.44384765625,80.75592803955078
64.05451202392578,81.59191131591797,87.91727447509766
61.081634521484375,82.75563049316406,91.03263854980469
59.76091384887695,82.80564880371094,92.4431381225586
58.5313720703125,82.49248504638672,93.37181091308594
57.7873649597168,81.35723876953125,92.56181335449219
55.749061584472656,79.74072265625,91.60844421386719
54.248207092285156,77.40767669677734,89.44695281982422
52.87071990966797,75.00248718261719,86.84920501708984
52.12700653076172,65.3431625366211,83.48616027832031
49.615020751953125,61.188533782958984,79.94187927246094
47.823455810546875,58.29704666137695,76.04544830322266
46.25248718261719,55.29230499267578,72.37444305419922
45.345603942871094,50.998512268066406,62.61321258544922
43.3189582824707,48.581058502197266,57.957820892333984
41.67473602294922,47.32832717895508,54.94114685058594
40.30031204223633,46.249874114990234,52.14373016357422
39.27988815307617,43.08241271972656,48.430908203125
24.936294555664062,41.99716567993164,46.4500732421875
16.25989532470703,41.91879653930664,45.59335708618164
8.318540573120117,41.51335525512695,44.99000930786133
2.336367130279541,39.98075866699219,42.55443572998047
5.728634357452393,39.112064361572266,41.75484848022461
4.786260604858398,38.86662673950195,41.789306640625
3.969332695007324,38.07508850097656,41.59122848510742
2.514317512512207,13.582526206970215,40.5632438659668
3.7061758041381836,6.409787178039551,39.88189697265625
3.7611379623413086,3.2256321907043457,39.73431396484375
3.7281508445739746,-2.127814531326294,39.11472702026367
3.1182031631469727,12.393954277038574,17.817440032958984
3.643561840057373,12.116535186767578,11.087681770324707
3.749680995941162,10.252218246459961,8.383959770202637
3.7232584953308105,8.981761932373047,3.867068290710449
3.1450047492980957,12.252982139587402,17.242204666137695
3.699042797088623,12.37840747833252,17.54937744140625
3.868377685546875,11.728479385375977,16.09046173095703
3.861067771911621,11.658037185668945,15.188558578491211
3.1329216957092285,12.987300872802734,18.274324417114258
3.4605298042297363,13.397208213806152,18.87262535095215
3.4467334747314453,13.483724594116211,18.80830192565918
3.329519271850586,14.233783721923828,19.540517807006836
2.439208507537842,16.50814437866211,21.882577896118164
4.524458408355713,18.16648292541504,23.687515258789062
5.442814826965332,19.163387298583984,25.235490798950195
5.7322258949279785,20.650550842285156,27.15221405029297
6.04707145690918,22.940181732177734,30.117507934570312
24.257532119750977,24.309207916259766,32.28308868408203
34.70901107788086,24.45178985595703,33.45265197753906
44.255367279052734,23.760927200317383,34.3727912902832
51.1826171875,26.51696014404297,35.38538360595703
52.527313232421875,25.28913688659668,35.08438491821289
56.6252555847168,21.98434066772461,33.309871673583984
60.415103912353516,19.10816192626953,30.26020050048828
63.79292297363281,48.060752868652344,29.490991592407227
63.09405517578125,52.85916519165039,25.654640197753906
64.37223052978516,52.43622589111328,19.891639709472656
65.58979034423828,55.15538024902344,14.941396713256836
67.09701538085938,44.7621955871582,38.30428695678711
64.3992691040039,45.3648681640625,41.763702392578125
63.57521057128906,47.076011657714844,40.49860382080078
62.877655029296875,49.78860092163086,42.501739501953125
63.00730895996094,44.7252197265625,33.178192138671875
60.74662780761719,46.72090148925781,34.24813461303711
59.403568267822266,49.96470260620117,36.955074310302734
58.23454284667969,53.261444091796875,40.66392135620117
58.34025573730469,49.13225555419922,37.58601379394531
60.58201217651367,50.7635498046875,40.64224624633789
61.709964752197266,53.2784423828125,44.90846252441406
62.832176208496094,54.64407730102539,48.7791748046875
64.84868621826172,52.22547912597656,45.528324127197266
62.959991455078125,51.78586196899414,46.91983413696289
62.58837127685547,52.2154541015625,49.112152099609375
62.91484069824219,51.634830474853516,50.29429244995117
63.370887756347656,56.45072555541992,48.078861236572266
63.175376892089844,57.04847717285156,47.601383209228516
63.20671081542969,57.91999053955078,48.03745651245117
63.498313903808594,59.64201736450195,48.01736831665039
63.66053771972656,55.915679931640625,52.90348434448242
64.78659057617188,56.720001220703125,54.32319641113281
65.47805786132812,59.43610763549805,55.77378463745117
66.18721008300781,61.190086364746094,58.32021713256836
66.54659271240234,62.52960205078125,56.664520263671875
67.02918243408203,64.26848602294922,58.42092514038086
67.49446868896484,66.38878631591797,62.013389587402344
67.88677978515625,68.056396484375,64.61678314208984
68.22799682617188,71.49166870117188,67.11788177490234
78.15177917480469,73.5475082397461,69.72373962402344
83.9775619506836,75.27265930175781,72.75414276123047
89.29288482666016,77.01703643798828,75.32561492919922
93.38831329345703,78.69269561767578,79.56021118164062
92.23126983642578,80.60470581054688,82.6324462890625
93.49366760253906,82.49406433105469,85.49893951416016
94.73235321044922,84.5318374633789,88.37777709960938
95.95982360839844,103.86781311035156,91.11776733398438
99.6389389038086,110.3749771118164,94.03412628173828
102.24738311767578,113.89863586425781,96.72834014892578
104.61239624023438,118.7391128540039,99.24994659423828
106.58718872070312,111.82845306396484,116.46297454833984
108.77584838867188,112.71589660644531,122.38150024414062
110.8991928100586,113.72420501708984,124.73956298828125
112.86663055419922,113.57035827636719,127.72160339355469
114.7321548461914,117.03592681884766,119.78565979003906
112.86109924316406,116.63816833496094,118.33721160888672
112.6632080078125,114.98589324951172,117.04737854003906
112.58810424804688,113.50699615478516,114.60382843017578
113.22386932373047,111.92056274414062,115.41850280761719
103.85431671142578,110.70622253417969,113.15348815917969
98.78556060791016,109.49346160888672,110.00519561767578
94.17340087890625,108.91948699951172,107.23448944091797
91.6063003540039,101.77020263671875,104.4663314819336
90.30957794189453,100.39444732666016,102.48636627197266
88.17884826660156,100.60896301269531,100.84664916992188
86.58949279785156,100.6982650756836,100.1084213256836
85.3607406616211,83.58316040039062,93.79560852050781
88.14054870605469,79.63082885742188,92.6678466796875
89.06111145019531,78.95698547363281,93.18053436279297
90.00862121582031,77.00178527832031,93.67456817626953
90.8089370727539,80.09681701660156,78.99200439453125
88.58648681640625,79.32594299316406,75.4591064453125
87.64984893798828,79.18174743652344,75.08049011230469
86.93144989013672,78.17195892333984,73.71241760253906
86.37482452392578,85.43896484375,77.18901062011719
83.77035522460938,86.51119232177734,76.7969741821289
82.00621795654297,86.8816909790039,76.85676574707031
80.4620132446289,87.6619873046875,76.13725280761719
78.81993103027344,82.83977508544922,82.69163513183594
75.57760620117188,81.95970916748047,83.78963470458984
73.01181030273438,81.91695404052734,83.93327331542969
70.62814331054688,81.43783569335938,84.5228271484375
68.204833984375,77.5228500366211,80.4017333984375
68.787841796875,76.07149505615234,79.60304260253906
68.11211395263672,75.26371765136719,79.70532989501953
67.2161865234375,74.14183807373047,79.49641418457031
66.39092254638672,70.44117736816406,76.66729736328125
67.82514190673828,69.1634521484375,75.96676635742188
68.30924224853516,68.6498794555664,76.22630310058594
68.63624572753906,67.870361328125,76.3061294555664
68.78997039794922,72.86945343017578,74.38213348388672
77.33953857421875,74.11588287353516,74.55679321289062
82.23684692382812,74.74706268310547,75.61605072021484
86.75672912597656,75.94308471679688,76.31639099121094
89.66341400146484,80.9365463256836,81.71029663085938
90.66537475585938,82.58038330078125,83.69161987304688
92.62317657470703,82.99259948730469,84.46310424804688
94.3017807006836,83.21404266357422,85.2549057006836
95.38761138916016,97.6527099609375,88.67237091064453
94.80615234375,100.01634979248047,88.67620849609375
95.06597137451172,98.99890899658203,86.87260437011719
95.1889877319336,98.48966217041016,84.50662994384766
95.28266906738281,92.02799224853516,94.45191955566406
95.94122314453125,89.35221862792969,93.97840881347656
96.47869110107422,86.36143493652344,90.32867431640625
96.883056640625,83.85779571533203,87.27460479736328
97.4998550415039,77.86698913574219,79.26055145263672
95.65103912353516,75.63809967041016,75.33140563964844
94.91698455810547,74.36528778076172,71.94851684570312
94.26148223876953,74.00591278076172,69.55768585205078
94.33853149414062,75.27335357666016,64.62409210205078
92.3551254272461,76.9947509765625,63.586509704589844
91.15454864501953,79.06256866455078,63.912803649902344
90.06685638427734,81.7271728515625,65.12425994873047
89.8277359008789,79.99893951416016,67.49910736083984
89.42459869384766,81.51651763916016,70.27651977539062
88.91075134277344,83.54197692871094,73.09683227539062
88.7203598022461,84.70796203613281,76.20903015136719
88.56719207763672,82.42447662353516,75.03028106689453
87.22698974609375,81.67680358886719,76.4009780883789
86.36465454101562,81.43611907958984,78.0517349243164
85.71182250976562,80.67294311523438,78.948974609375
85.19097137451172,80.77879333496094,76.80880737304688
88.50529479980469,80.13531494140625,75.98968505859375
90.16048431396484,80.1706314086914,75.73904418945312
91.71857452392578,80.04267120361328,75.35494995117188
92.75953674316406,78.49470520019531,76.23942565917969
95.00992584228516,78.62857055664062,76.39923095703125
96.78720092773438,79.60942840576172,77.33902740478516
98.4489517211914,80.50041961669922,78.24083709716797
99.54866027832031,88.78553009033203,78.10279846191406
99.14376831054688,91.78565979003906,79.31266784667969
99.46728515625,93.794921875,81.29366302490234
99.71383666992188,96.28684997558594,83.14859771728516
99.91983795166016,100.2884521484375,91.53257751464844
100.10383605957031,103.07968139648438,95.34525299072266
100.34309387207031,105.21739959716797,98.12737274169922
100.50293731689453,107.62890625,101.33419799804688
100.7139663696289,106.58236694335938,105.91053771972656
101.87625122070312,108.22884368896484,109.5946044921875
102.62278747558594,110.11072540283203,112.77344512939453
103.29917907714844,112.03175354003906,116.18159484863281
103.90922546386719,113.7444839477539,116.48894500732422
104.08313751220703,115.6156234741211,119.11791229248047
104.41067504882812,117.20095825195312,121.86772918701172
104.64285278320312,118.54708862304688,124.3042221069336
105.10261535644531,121.16295623779297,126.06944274902344
105.03553771972656,121.95117950439453,127.57194519042969
105.13101959228516,121.81609344482422,128.35296630859375
105.29637145996094,121.0516586303711,128.44131469726562
105.54549407958984,118.75575256347656,129.14181518554688
103.77803039550781,116.48030090332031,127.93467712402344
102.88074493408203,113.86795043945312,125.63089752197266
102.17329406738281,111.08081817626953,122.68502044677734
101.69277954101562,107.56794738769531,118.32330322265625
100.59990692138672,104.60846710205078,114.18130493164062
99.77940368652344,102.16958618164062,109.94646453857422
99.06304931640625,100.04591369628906,105.93289184570312
98.59141540527344,94.93646240234375,101.70494079589844
94.89299774169922,92.96527099609375,98.24657440185547
92.56092834472656,92.15548706054688,95.58819580078125
90.42222595214844,91.37959289550781,93.47820281982422
88.8983383178711,90.1453857421875,89.03514862060547
88.2419204711914,89.78221130371094,87.35369873046875
87.11155700683594,89.89899444580078,86.8848876953125
86.10454559326172,89.88041687011719,86.46685791015625
85.22027587890625,84.28866577148438,85.67633819580078
83.41178131103516,82.73294067382812,85.5564193725586
81.96063995361328,82.1513900756836,85.83770751953125
80.6375503540039,80.93910217285156,85.9808120727539
79.47904968261719,82.10887908935547,81.21171569824219
78.86099243164062,81.3624496459961,79.80819702148438
77.97127532958984,80.69116973876953,79.35426330566406
77.1509780883789,79.91059112548828,78.39761352539062
76.21891021728516,77.7712631225586,79.65819549560547
74.10362243652344,76.64273071289062,79.12490844726562
72.50223541259766,75.90166473388672,78.57676696777344
70.96022033691406,74.9499282836914,77.93359375
69.4906997680664,75.28240966796875,76.14144897460938
66.38848876953125,74.63662719726562,75.1632080078125
64.00042724609375,74.02204895019531,74.59974670410156
61.75230407714844,73.47807312011719,73.99098205566406
59.70024490356445,70.90413665771484,74.79835510253906
64.86300659179688,70.2115249633789,74.88908386230469
66.90443420410156,70.09478759765625,75.20911407470703
68.64158630371094,70.14842987060547,75.7754135131836
69.55549621582031,67.62230682373047,74.75279998779297
72.0238265991211,67.46623229980469,75.45305633544922
73.88024139404297,67.96315002441406,76.75257110595703
75.4782485961914,68.07281494140625,78.11366271972656
76.40680694580078,81.39596557617188,77.06173706054688
80.73686981201172,84.45525360107422,77.63990020751953
83.6365966796875,85.00902557373047,78.42021942138672
86.15119171142578,85.91632843017578,78.28089904785156
87.81559753417969,87.7811508178711,89.09253692626953
88.10477447509766,87.47843933105469,90.5394287109375
89.11663055419922,85.46709442138672,88.89742279052734
89.98170471191406,83.19236755371094,87.11083984375
90.5804443359375,85.64926147460938,85.75894165039062
89.44096374511719,83.84491729736328,82.60079193115234
89.1985092163086,80.64761352539062,77.99706268310547
88.94085693359375,78.5584487915039,73.4376220703125
88.97069549560547,73.3238525390625,73.46376037597656
82.86804962158203,71.720947265625,70.61138153076172
79.4682388305664,70.87284851074219,67.08939361572266
76.22850799560547,71.07256317138672,65.07223510742188
74.40277862548828,68.38530731201172,60.691986083984375
67.5427017211914,69.37309265136719,60.07748031616211
62.65031433105469,71.2783203125,60.60429763793945
58.253395080566406,73.31376647949219,62.16533660888672
55.1881217956543,64.33265686035156,61.0908317565918
52.3582649230957,63.48223114013672,63.17363739013672
49.17288589477539,64.14412689208984,65.95848846435547
46.336788177490234,63.62330627441406,68.55946350097656
44.16559600830078,55.176368713378906,60.955726623535156
45.07537841796875,51.623138427734375,60.089481353759766
44.517024993896484,49.79728698730469,60.51856231689453
44.18842315673828,46.453670501708984,59.962608337402344
43.52495193481445,45.51786422729492,52.62508773803711
42.279754638671875,42.67241287231445,49.2447624206543
41.30613327026367,40.77478790283203,47.67633819580078
40.44792938232422,38.78736877441406,45.09970474243164
39.24895477294922,43.997440338134766,45.06901168823242
39.427940368652344,44.44510269165039,43.29220962524414
39.03327178955078,44.86314392089844,42.37649917602539
38.594600677490234,45.62504577636719,41.61678695678711
37.42752456665039,45.285892486572266,47.532718658447266
41.50989532470703,45.8713493347168,49.121070861816406
43.41550064086914,46.51560592651367,50.45512390136719
44.93527603149414,47.016422271728516,52.02107238769531
45.404685974121094,49.59727096557617,52.74517822265625
55.477901458740234,50.46580123901367,54.16011428833008
61.58905029296875,50.68367385864258,55.67876434326172
66.94265747070312,51.046974182128906,57.03189468383789
70.73351287841797,60.20621871948242,60.42570495605469
71.59744262695312,63.16004180908203,62.408790588378906
73.97427368164062,64.38753509521484,63.95649719238281
75.96066284179688,66.63309478759766,65.52655792236328
77.74586486816406,84.86334228515625,74.65165710449219
77.55591583251953,91.35633087158203,78.53539276123047
78.25680541992188,94.37019348144531,80.55327606201172
78.8292236328125,98.94732666015625,83.08831787109375
79.43109130859375,95.24633026123047,98.96525573730469
79.49752807617188,96.75186920166016,104.73517608642578
79.78392791748047,97.43953704833984,106.57238006591797
79.99642181396484,97.74482727050781,109.24868774414062
80.52171325683594,93.13799285888672,103.87020111083984
78.99378967285156,91.05587005615234,103.01786804199219
78.35865020751953,88.76380157470703,101.39046478271484
77.81586456298828,86.06018829345703,99.30925750732422
78.14567565917969,82.37531280517578,92.90657043457031
76.24935150146484,79.68924713134766,88.92390441894531
75.25434875488281,77.44649505615234,85.2077865600586
74.48661804199219,75.56904602050781,81.37871551513672
74.61331176757812,70.7569580078125,76.83146667480469
71.3355941772461,69.06739807128906,73.57110595703125
69.37987518310547,68.73049926757812,71.0686264038086
67.93982696533203,68.53177642822266,69.25552368164062
66.93363189697266,65.56092834472656,64.9813232421875
60.718082427978516,65.04671478271484,63.5897216796875
56.638458251953125,65.7294921875,63.465370178222656
53.00331115722656,66.1573486328125,63.63562774658203
50.244140625,61.638484954833984,61.408790588378906
49.13010025024414,60.614540100097656,61.13712692260742
47.16120529174805,60.93482208251953,61.834007263183594
45.38079071044922,60.13563919067383,62.36991882324219
43.753936767578125,50.71504211425781,58.85514450073242
44.7454833984375,47.49863815307617,57.941932678222656
44.5433349609375,46.09804916381836,58.341773986816406
44.371761322021484,43.58502197265625,57.719051361083984
43.83020782470703,45.44505310058594,49.706947326660156
43.96328353881836,44.02102279663086,46.75664520263672
43.83223342895508,42.668174743652344,45.59174346923828
43.65908432006836,41.21824645996094,43.4765625
43.132450103759766,45.012088775634766,45.38931655883789
34.69926834106445,44.97852325439453,44.295528411865234
29.74953269958496,44.458763122558594,43.20709228515625
25.104263305664062,44.289390563964844,42.16096878051758
21.23940086364746,45.14320755004883,45.9507942199707
24.65870475769043,45.531917572021484,46.5537223815918
24.855815887451172,45.86825942993164,46.793025970458984
24.91364860534668,46.703304290771484,47.55817413330078
24.19881820678711,32.906532287597656,49.48493576049805
27.914661407470703,30.35959243774414,51.17490005493164
29.76372528076172,29.943498611450195,52.83620071411133
31.193519592285156,28.430423736572266,54.79520797729492
31.951736450195312,41.0159912109375,43.718692779541016
37.554656982421875,42.69768524169922,41.90358352661133
41.10651779174805,42.12796401977539,41.89628982543945
44.19930648803711,41.51939392089844,40.34403991699219
46.3194694519043,47.35398483276367,50.691307067871094
44.819339752197266,47.09209060668945,50.97052001953125
45.02553176879883,44.44621658325195,48.45758819580078
45.16061019897461,42.02961730957031,45.40380096435547
45.128562927246094,46.8778190612793,47.414283752441406
44.56500244140625,45.521636962890625,44.31772994995117
44.35185623168945,42.38630676269531,38.97591018676758
44.18865966796875,40.64506149291992,34.215885162353516
43.83926773071289,31.4298095703125,36.275550842285156
35.08736801147461,28.95292854309082,33.837928771972656
30.07874298095703,27.725175857543945,30.269973754882812
25.198694229125977,27.360774993896484,28.474943161010742
22.07777976989746,26.50690269470215,20.5655574798584
15.293519973754883,27.579660415649414,19.06324005126953
9.864668846130371,29.249755859375,19.239274978637695
4.862299919128418,30.958152770996094,20.25164222717285
1.3243203163146973,17.0264949798584,20.886402130126953
3.921527862548828,14.741277694702148,23.07268714904785
3.5943894386291504,14.447637557983398,25.72831153869629
3.389629364013672,12.771339416503906,28.017654418945312
3.0523109436035156,5.961909294128418,15.880464553833008
3.2404580116271973,1.9428176879882812,13.604843139648438
3.1560745239257812,-0.5835808515548706,13.145919799804688
3.2989044189453125,-4.404580116271973,11.590888023376465
2.9800024032592773,5.1011552810668945,5.695956230163574
3.328193187713623,4.662271976470947,1.9849638938903809
3.449130058288574,3.5505547523498535,-0.21939444541931152
3.5328545570373535,3.258899211883545,-3.202599048614502
3.015263080596924,4.483930587768555,5.917708396911621
3.6141409873962402,5.143054485321045,6.420392036437988
3.7927746772766113,6.104916572570801,6.073065757751465
3.8885488510131836,7.185581207275391,6.661672592163086
3.089688301086426,9.130332946777344,8.913350105285645
13.840099334716797,10.482873916625977,10.531790733337402
19.73321533203125,11.382063865661621,12.345263481140137
24.859621047973633,12.482731819152832,14.157695770263672
28.235700607299805,14.844057083129883,16.867258071899414
43.81012725830078,16.253908157348633,19.051000595092773
54.41488265991211,16.9202880859375,20.8880672454834
63.89569854736328,17.683069229125977,22.799476623535156
71.2947998046875,38.45941925048828,25.930749893188477
74.8570327758789,44.773685455322266,28.340700149536133
80.41217041015625,47.540504455566406,30.305030822753906
85.51495361328125,52.36068344116211,32.24790573120117
90.0105972290039,76.80359649658203,51.50019454956055
89.10118103027344,86.8602066040039,58.613685607910156
90.64167785644531,92.27699279785156,61.979156494140625
92.03488159179688,100.14676666259766,66.77140045166016
93.82736206054688,97.16963958740234,87.8625259399414
92.13460540771484,101.26274108886719,96.82476043701172
91.9125747680664,104.4129638671875,100.68914031982422
91.76922607421875,107.13594055175781,106.19406127929688
92.65312194824219,98.08463287353516,101.4427719116211
89.68687438964844,96.69869232177734,102.902587890625
88.30754089355469,95.79937744140625,103.626220703125
87.16763305664062,94.17859649658203,103.75289916992188
87.85772705078125,86.58871459960938,93.40122985839844
86.48634338378906,83.76351165771484,89.98416900634766
85.80128479003906,82.40421295166016,87.6557846069336
85.596435546875,80.80154418945312,84.95618438720703
86.65276336669922,73.90933227539062,77.12224578857422
82.7293701171875,71.8785171508789,73.76990509033203
80.71398162841797,72.13751220703125,72.20774841308594
79.5015869140625,72.20804595947266,70.87273406982422
78.89006805419922,71.09105682373047,64.9467544555664
81.37043762207031,71.16320037841797,63.32807922363281
82.3411636352539,72.91459655761719,63.74835968017578
83.55937957763672,74.14776611328125,64.32582092285156
84.28272247314453,68.26776123046875,64.06920623779297
81.72588348388672,67.38353729248047,64.44957733154297
80.5965576171875,68.54566192626953,66.10929107666016
79.64177703857422,68.12425994873047,67.42030334472656
78.82826232910156,74.66133880615234,62.98143768310547
78.13274383544922,75.83247375488281,62.21101379394531
77.364990234375,76.59833526611328,63.40122985839844
76.64340209960938,77.28018188476562,63.13910675048828
75.8955078125,71.73200225830078,69.36363220214844
75.01467895507812,70.8251724243164,70.64303588867188
74.19223022460938,70.72359466552734,71.43365478515625
73.36199188232422,70.12183380126953,72.0372543334961
72.59777069091797,69.95512390136719,67.20084381103516
72.54401397705078,69.42554473876953,66.31964874267578
72.19560241699219,69.0157470703125,66.37481689453125
71.87773895263672,68.62464904785156,66.1014633178711
71.49655151367188,68.21503448486328,66.50582122802734
72.08343505859375,68.27745056152344,66.75613403320312
72.28593444824219,68.65640258789062,67.366943359375
72.36726379394531,69.3865966796875,68.16448211669922
72.4414291381836,71.77753448486328,69.05071258544922
73.83734893798828,73.4115219116211,70.47752380371094
74.61856842041016,75.06230163574219,72.21501922607422
75.35856628417969,76.67351531982422,74.21104431152344
75.62178039550781,79.70329284667969,77.50101470947266
76.56504821777344,81.14109802246094,79.78560638427734
77.20256805419922,81.6836929321289,81.59154510498047
77.66585540771484,81.85001373291016,82.79096221923828
77.8558120727539,83.56887817382812,84.53240203857422
79.20154571533203,82.61483001708984,84.36600494384766
80.09233856201172,80.38613891601562,82.7732925415039
