module_name,balancing,balancing,balancing,battery,battery,battery,battery,battery,grid,grid,grid,grid,grid,grid,grid,grid,load,load,load,load,load,load,load,load,load,renewable11.csv.gz,renewable11.csv.gz,renewable11.csv.gz,renewable11.csv.gz,renewable14.csv.gz,renewable14.csv.gz,renewable14.csv.gz,renewable14.csv.gz,balance,balance,balance,balance,balance,balance,balance,balance,balance,balance,net_load,action,converted_action,converted_action
8,54360.385016000684,0.0,-543603.8501600069,0.0,10.0,0.0,-0.0,0.1,0.267613187,26.761318699999997,0.0,0.0,100.0,1.0,0.11,-11.0,-10775.99595227932,10775.99595227932,0.0,-10775.99595227932,10775.99595227932,0.0,-32908.39311144204,32908.39311144204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-543614.8501600069,-543614.8501600069,54460.385016000684,54460.385016000684,54360.385016000684,0.0,100.0,0.0,0.0,54460.385016000684,54460.385016000684,1,0.0,100.0
9,44666.8894782835,0.0,-446668.894782835,0.0,10.0,0.0,-0.0,0.1,0.266741336,26.6741336,0.0,0.0,100.0,1.0,0.11,-11.0,-10201.406986742288,10201.406986742288,0.0,-10201.406986742288,10201.406986742288,0.0,-32551.547373143545,32551.547373143545,0.0,0.0,2729.2594094869314,2729.2594094869314,0.0,0.0,5458.212458857694,5458.212458857694,0.0,-446679.894782835,-446679.894782835,52954.361346628124,52954.361346628124,52854.361346628124,0.0,100.0,0.0,0.0,52954.361346628124,44766.8894782835,1,0.0,100.0
10,40004.733514727945,0.0,-400047.33514727943,0.0,10.0,0.0,-0.0,0.1,0.26746132,26.746132,0.0,0.0,100.0,1.0,0.11,-11.0,-10209.482380626489,10209.482380626489,0.0,-10209.482380626489,10209.482380626489,0.0,-33083.44999258436,33083.44999258436,0.0,0.0,4466.060851887706,4466.060851887706,0.0,0.0,8931.620387221683,8931.620387221683,0.0,-400058.33514727943,-400058.33514727943,53502.414753837336,53502.414753837336,53402.414753837336,0.0,100.0,0.0,0.0,53502.414753837336,40104.73351472795,0,0.0,100.0
11,43077.56320531182,0.0,-430775.6320531182,0.0,10.0,0.0,-0.0,0.1,0.269173428,26.9173428,0.0,0.0,100.0,1.0,0.11,-11.0,-10362.50748880099,10362.50748880099,0.0,-10362.50748880099,10362.50748880099,0.0,-33298.29018317934,33298.29018317934,0.0,0.0,3615.3825943852858,3615.3825943852858,0.0,0.0,7230.359361084219,7230.359361084219,0.0,-430786.6320531182,-430786.6320531182,54023.305160781325,54023.305160781325,53923.305160781325,0.0,100.0,0.0,0.0,54023.305160781325,43177.56320531182,1,0.0,100.0
12,42565.080848092955,0.0,-425650.8084809296,0.0,10.0,0.0,-0.0,0.1,0.269990956,26.9990956,0.0,0.0,100.0,1.0,0.11,-11.0,-10218.819539433216,10218.819539433216,0.0,-10218.819539433216,10218.819539433216,0.0,-33392.17613515102,33392.17613515102,0.0,0.0,3721.717376573088,3721.717376573088,0.0,0.0,7443.016989351402,7443.016989351402,0.0,-425661.8084809296,-425661.8084809296,53829.81521401745,53829.81521401745,53729.81521401745,0.0,100.0,0.0,0.0,53829.81521401745,42665.080848092955,1,0.0,100.0
13,44918.51114489087,0.0,-449185.1114489087,0.0,10.0,0.0,-0.0,0.1,0.271028271,27.1028271,0.0,0.0,100.0,1.0,0.11,-11.0,-10232.469574281342,10232.469574281342,0.0,-10232.469574281342,10232.469574281342,0.0,-33272.6978820978,33272.6978820978,0.0,0.0,2906.484046466602,2906.484046466602,0.0,0.0,5812.641839303,5812.641839303,0.0,-449196.1114489087,-449196.1114489087,53737.63703066047,53737.63703066048,53637.63703066047,0.0,100.0,0.0,0.0,53737.63703066048,45018.51114489088,1,0.0,100.0
14,42349.86902738586,0.0,-423498.6902738586,0.0,10.0,0.0,-0.0,0.1,0.270058934,27.005893399999998,0.0,0.0,100.0,1.0,0.08,-8.0,-10236.394898054676,10236.394898054676,0.0,-10236.394898054676,10236.394898054676,0.0,-33460.806007655985,33460.806007655985,0.0,0.0,3828.0521587608905,3828.0521587608905,0.0,0.0,7655.674617618585,7655.674617618585,0.0,-423506.6902738586,-423506.6902738586,53933.59580376533,53933.59580376533,53833.59580376533,0.0,100.0,0.0,0.0,53933.59580376533,42449.86902738586,1,0.0,100.0
15,47785.281721949104,0.0,-477852.81721949106,0.0,10.0,0.0,-0.0,0.1,0.268036139,26.803613900000002,0.0,0.0,100.0,1.0,0.08,-8.0,-10234.4979730903,10234.4979730903,0.0,-10234.4979730903,10234.4979730903,0.0,-33902.46478835321,33902.46478835321,0.0,0.0,2162.1405711519847,2162.1405711519847,0.0,0.0,4324.038441432719,4324.038441432719,0.0,-477860.81721949106,-477860.81721949106,54371.46073453381,54371.46073453381,54271.46073453381,0.0,100.0,0.0,0.0,54371.46073453381,47885.281721949104,1,0.0,100.0
16,52528.79663895005,0.0,-525287.9663895005,0.0,10.0,0.0,-0.0,0.1,0.236242171,23.6242171,0.0,0.0,100.0,1.0,0.08,-8.0,-10211.021815569731,10211.021815569731,0.0,-10211.021815569731,10211.021815569731,0.0,-32632.076221750573,32632.076221750573,0.0,0.0,141.7797095837367,141.7797095837367,0.0,0.0,283.5435043562439,283.5435043562439,0.0,-525295.9663895005,-525295.9663895005,53054.11985289003,53054.119852890035,52954.11985289003,0.0,100.0,0.0,0.0,53054.119852890035,52628.79663895006,1,0.0,100.0
17,53980.44180120957,0.0,-539804.4180120957,0.0,10.0,0.0,-0.0,0.1,0.177314676,17.731467600000002,0.0,0.0,100.0,1.0,0.11,-11.0,-11440.953819837365,11440.953819837365,0.0,-11440.953819837365,11440.953819837365,0.0,-31198.53416153484,31198.53416153484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-539815.4180120957,-539815.4180120957,54080.44180120957,54080.44180120957,53980.44180120957,0.0,100.0,0.0,0.0,54080.44180120957,54080.44180120957,1,0.0,100.0
18,54653.3558747942,0.0,-546533.558747942,0.0,10.0,0.0,-0.0,0.1,0.154404466,15.4404466,0.0,0.0,100.0,1.0,0.11,-11.0,-12047.438822868637,12047.438822868637,0.0,-12047.438822868637,12047.438822868637,0.0,-30658.47822905693,30658.47822905693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-546544.558747942,-546544.558747942,54753.3558747942,54753.3558747942,54653.3558747942,0.0,100.0,0.0,0.0,54753.3558747942,54753.3558747942,1,0.0,100.0
19,54533.78881583422,0.0,-545337.8881583422,0.0,10.0,0.0,-0.0,0.1,0.147119995,14.711999500000001,0.0,0.0,100.0,1.0,0.11,-11.0,-12086.931451260476,12086.931451260476,0.0,-12086.931451260476,12086.931451260476,0.0,-30459.925913313265,30459.925913313265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-545348.8881583422,-545348.8881583422,54633.78881583422,54633.78881583422,54533.78881583422,0.0,100.0,0.0,0.0,54633.78881583422,54633.78881583422,1,0.0,100.0
20,53294.02214804732,0.0,-532940.2214804732,0.0,10.0,0.0,-0.0,0.1,0.1470606569999999,14.70606569999999,0.0,0.0,100.0,1.0,0.11,-11.0,-12082.430890411806,12082.430890411806,0.0,-12082.430890411806,12082.430890411806,0.0,-29229.160367223707,29229.160367223707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-532951.2214804732,-532951.2214804732,53394.02214804732,53394.02214804732,53294.02214804732,0.0,100.0,0.0,0.0,53394.02214804732,53394.02214804732,1,0.0,100.0
21,53297.83464834724,0.0,-532978.3464834724,0.0,10.0,0.0,-0.0,0.1,0.150619718,15.061971800000002,0.0,0.0,100.0,1.0,0.11,-11.0,-12053.670098455765,12053.670098455765,0.0,-12053.670098455765,12053.670098455765,0.0,-29290.49445143571,29290.49445143571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-532989.3464834724,-532989.3464834724,53397.83464834724,53397.83464834724,53297.83464834724,0.0,100.0,0.0,0.0,53397.83464834724,53397.83464834724,1,0.0,100.0
22,52589.69001685031,0.0,-525896.9001685032,0.0,10.0,0.0,-0.0,0.1,0.156484683,15.648468300000001,0.0,0.0,100.0,1.0,0.11,-11.0,-12017.446365075331,12017.446365075331,0.0,-12017.446365075331,12017.446365075331,0.0,-28654.79728669965,28654.79728669965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-525907.9001685032,-525907.9001685032,52689.69001685031,52689.69001685031,52589.69001685031,0.0,100.0,0.0,0.0,52689.69001685031,52689.69001685031,1,0.0,100.0
23,52637.198326359314,0.0,-526371.9832635932,0.0,10.0,0.0,-0.0,0.1,0.184585793,18.4585793,0.0,0.0,100.0,1.0,0.11,-11.0,-12170.391282699124,12170.391282699124,0.0,-12170.391282699124,12170.391282699124,0.0,-28396.415760961063,28396.415760961063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-526382.9832635932,-526382.9832635932,52737.198326359314,52737.198326359314,52637.198326359314,0.0,100.0,0.0,0.0,52737.198326359314,52737.198326359314,1,0.0,100.0
24,51885.07670092686,0.0,-518850.76700926863,0.0,10.0,0.0,-0.0,0.1,0.250248606,25.024860599999997,0.0,0.0,100.0,1.0,0.08,-8.0,-12014.148825009344,12014.148825009344,0.0,-12014.148825009344,12014.148825009344,0.0,-27956.77905090817,27956.77905090817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-518858.76700926863,-518858.76700926863,51985.07670092686,51985.07670092686,51885.07670092686,0.0,100.0,0.0,0.0,51985.07670092686,51985.07670092686,1,0.0,100.0
25,52354.01412898903,0.0,-523540.1412898903,0.0,10.0,0.0,-0.0,0.1,0.289011446,28.901144600000002,0.0,0.0,100.0,1.0,0.08,-8.0,-12011.268964467174,12011.268964467174,0.0,-12011.268964467174,12011.268964467174,0.0,-28431.47620005468,28431.47620005468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-523548.1412898903,-523548.1412898903,52454.01412898903,52454.01412898903,52354.01412898903,0.0,100.0,0.0,0.0,52454.01412898903,52454.01412898903,1,0.0,100.0
26,52395.24535914944,0.0,-523952.4535914944,0.0,10.0,0.0,-0.0,0.1,0.288417659,28.8417659,0.0,0.0,100.0,1.0,0.08,-8.0,-12008.95782928319,12008.95782928319,0.0,-12008.95782928319,12008.95782928319,0.0,-28477.32970058306,28477.32970058306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-523960.4535914944,-523960.4535914944,52495.24535914944,52495.24535914944,52395.24535914944,0.0,100.0,0.0,0.0,52495.24535914944,52495.24535914944,1,0.0,100.0
27,52416.984615093985,0.0,-524169.8461509398,0.0,10.0,0.0,-0.0,0.1,0.288337825,28.833782499999998,0.0,0.0,100.0,1.0,0.08,-8.0,-12008.432657669768,12008.432657669768,0.0,-12008.432657669768,12008.432657669768,0.0,-28500.119299754453,28500.119299754453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-524177.8461509398,-524177.8461509398,52516.984615093985,52516.984615093985,52416.984615093985,0.0,100.0,0.0,0.0,52516.984615093985,52516.984615093985,1,0.0,100.0
28,55350.677574891364,0.0,-553506.7757489136,0.0,10.0,0.0,-0.0,0.1,0.289301535,28.9301535,0.0,0.0,100.0,1.0,0.08,-8.0,-12052.697921838257,12052.697921838257,0.0,-12052.697921838257,12052.697921838257,0.0,-31345.28173121485,31345.28173121485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-553514.7757489136,-553514.7757489136,55450.677574891364,55450.677574891364,55350.677574891364,0.0,100.0,0.0,0.0,55450.677574891364,55450.677574891364,1,0.0,100.0
29,55488.1318422418,0.0,-554881.318422418,0.0,10.0,0.0,-0.0,0.1,0.29418243,29.418243,0.0,0.0,100.0,1.0,0.11,-11.0,-12189.046305693775,12189.046305693775,0.0,-12189.046305693775,12189.046305693775,0.0,-31210.03923085425,31210.03923085425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-554892.318422418,-554892.318422418,55588.1318422418,55588.1318422418,55488.1318422418,0.0,100.0,0.0,0.0,55588.1318422418,55588.1318422418,1,0.0,100.0
30,67729.82098694185,0.0,-677298.2098694185,0.0,10.0,0.0,-0.0,0.1,0.2963934239999999,29.63934239999999,0.0,0.0,100.0,1.0,0.11,-11.0,-14117.629693813851,14117.629693813851,0.0,-14117.629693813851,14117.629693813851,0.0,-39594.56159931415,39594.56159931415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-677309.2098694185,-677309.2098694185,67829.82098694185,67829.82098694185,67729.82098694185,0.0,100.0,0.0,0.0,67829.82098694185,67829.82098694185,1,0.0,100.0
31,97122.9786846879,0.0,-971229.7868468789,0.0,10.0,0.0,-0.0,0.1,0.304166993,30.4166993,0.0,0.0,100.0,1.0,0.11,-11.0,-26865.597461537764,26865.597461537764,0.0,-26865.597461537764,26865.597461537764,0.0,-43491.78376161238,43491.78376161238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-971240.7868468789,-971240.7868468789,97222.9786846879,97222.9786846879,97122.9786846879,0.0,100.0,0.0,0.0,97222.9786846879,97222.9786846879,0,0.0,100.0
32,117018.58372949003,0.0,-1170185.8372949003,0.0,10.0,0.0,-0.0,0.1,0.303465012,30.3465012,0.0,0.0,100.0,1.0,0.11,-11.0,-36037.31992904946,36037.31992904946,0.0,-36037.31992904946,36037.31992904946,0.0,-45043.94387139111,45043.94387139111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1170196.8372949003,-1170196.8372949003,117118.58372949003,117118.58372949003,117018.58372949003,0.0,100.0,0.0,0.0,117118.58372949003,117118.58372949003,0,0.0,100.0
33,99122.00513672561,0.0,-991220.0513672561,0.0,10.0,0.0,-0.0,0.1,0.295390834,29.5390834,0.0,0.0,100.0,1.0,0.11,-11.0,-35947.25308619277,35947.25308619277,0.0,-35947.25308619277,35947.25308619277,0.0,-46573.37439512418,46573.37439512418,0.0,0.0,6415.531858664085,6415.531858664085,0.0,0.0,12830.343572120037,12830.343572120037,0.0,-991231.0513672561,-991231.0513672561,118467.88056750974,118467.88056750972,118367.88056750974,0.0,100.0,0.0,0.0,118467.88056750972,99222.00513672561,0,0.0,100.0
34,94107.04444399907,0.0,-941070.4444399907,0.0,10.0,0.0,-0.0,0.1,0.296951475,29.6951475,0.0,0.0,100.0,1.0,0.11,-11.0,-36777.55563919412,36777.55563919412,0.0,-36777.55563919412,36777.55563919412,0.0,-47234.634036859614,47234.634036859614,0.0,0.0,8861.231848983543,8861.231848983543,0.0,0.0,17721.469022265243,17721.469022265243,0.0,-941081.4444399907,-941081.4444399907,120789.74531524786,120789.74531524786,120689.74531524786,0.0,100.0,0.0,0.0,120789.74531524786,94207.04444399907,0,0.0,100.0
35,99967.70748061138,0.0,-999677.0748061138,0.0,10.0,0.0,-0.0,0.1,0.295942991,29.5942991,0.0,0.0,100.0,1.0,0.11,-11.0,-36925.47311895768,36925.47311895768,0.0,-36925.47311895768,36925.47311895768,0.0,-47270.260332725054,47270.260332725054,0.0,0.0,7018.095624394966,7018.095624394966,0.0,0.0,14035.403465634072,14035.403465634072,0.0,-999688.0748061138,-999688.0748061138,121121.20657064041,121121.20657064041,121021.20657064041,0.0,100.0,0.0,0.0,121121.20657064041,100067.70748061137,0,0.0,100.0
36,89699.15363265105,0.0,-896991.5363265106,0.0,10.0,0.0,-0.0,0.1,0.2955781389999999,29.557813899999992,0.0,0.0,100.0,1.0,0.11,-11.0,-37243.00076443971,37243.00076443971,0.0,-37243.00076443971,37243.00076443971,0.0,-45511.10029351026,45511.10029351026,0.0,0.0,10066.359380445305,10066.359380445305,0.0,0.0,20131.58880929332,20131.58880929332,0.0,-897002.5363265106,-897002.5363265106,119997.10182238968,119997.10182238968,119897.10182238968,0.0,100.0,0.0,0.0,119997.10182238968,89799.15363265105,0,0.0,100.0
37,111041.85652440556,0.0,-1110418.5652440556,0.0,10.0,0.0,-0.0,0.1,0.286425806,28.642580600000002,0.0,0.0,100.0,1.0,0.11,-11.0,-36658.86777335184,36658.86777335184,0.0,-36658.86777335184,36658.86777335184,0.0,-46543.2468634715,46543.2468634715,0.0,0.0,2906.484046466602,2906.484046466602,0.0,0.0,5812.641839303,5812.641839303,0.0,-1110429.5652440556,-1110429.5652440556,119860.98241017517,119860.98241017517,119760.98241017517,0.0,100.0,0.0,0.0,119860.98241017517,111141.85652440556,0,0.0,100.0
38,107120.18805945471,0.0,-1071201.8805945471,0.0,10.0,0.0,-0.0,0.1,0.280217876,28.021787599999996,0.0,0.0,100.0,1.0,0.08,-8.0,-36928.5139500146,36928.5139500146,0.0,-36928.5139500146,36928.5139500146,0.0,-46441.8489880799,46441.8489880799,0.0,0.0,4359.726069699903,4359.726069699903,0.0,0.0,8718.9627589545,8718.9627589545,0.0,-1071209.8805945471,-1071209.8805945471,120298.87688810911,120298.87688810911,120198.87688810911,0.0,100.0,0.0,0.0,120298.87688810911,107220.18805945471,1,0.0,100.0
39,115273.97143023626,0.0,-1152739.7143023626,0.0,10.0,0.0,-0.0,0.1,0.275590509,27.5590509,0.0,0.0,100.0,1.0,0.08,-8.0,-36418.43205467704,36418.43205467704,0.0,-36418.43205467704,36418.43205467704,0.0,-46471.347049827,46471.347049827,0.0,0.0,1311.4623136495643,1311.4623136495643,0.0,0.0,2622.777415295256,2622.777415295256,0.0,-1152747.7143023626,-1152747.7143023626,119308.21115918108,119308.21115918108,119208.21115918108,0.0,100.0,0.0,0.0,119308.21115918108,115373.97143023626,1,0.0,100.0
40,117190.740441215,0.0,-1171907.4044121502,0.0,10.0,0.0,-0.0,0.1,0.246901798,24.6901798,0.0,0.0,100.0,1.0,0.08,-8.0,-35636.83133850792,35636.83133850792,0.0,-35636.83133850792,35636.83133850792,0.0,-46761.39338859414,46761.39338859414,0.0,0.0,248.1144917715392,248.1144917715392,0.0,0.0,496.2011326234268,496.2011326234268,0.0,-1171915.4044121502,-1171915.4044121502,118035.05606560997,118035.05606560997,117935.05606560997,0.0,100.0,0.0,0.0,118035.05606560997,117290.740441215,1,0.0,100.0
41,101616.29703940386,0.0,-1016162.9703940386,0.0,10.0,0.0,-0.0,0.1,0.217547715,21.7547715,0.0,0.0,100.0,1.0,0.11,-11.0,-27310.501878849907,27310.501878849907,0.0,-27310.501878849907,27310.501878849907,0.0,-47095.29328170404,47095.29328170404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1016173.9703940386,-1016173.9703940386,101716.29703940386,101716.29703940386,101616.29703940386,0.0,100.0,0.0,0.0,101716.29703940386,101716.29703940386,1,0.0,100.0
42,93511.09635279908,0.0,-935110.9635279909,0.0,10.0,0.0,-0.0,0.1,0.208005751,20.8005751,0.0,0.0,100.0,1.0,0.11,-11.0,-27932.025713226813,27932.025713226813,0.0,-27932.025713226813,27932.025713226813,0.0,-37747.04492634546,37747.04492634546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-935121.9635279909,-935121.9635279909,93611.09635279908,93611.09635279908,93511.09635279908,0.0,100.0,0.0,0.0,93611.09635279908,93611.09635279908,1,0.0,100.0
43,93908.19273968582,0.0,-939081.9273968582,0.0,10.0,0.0,-0.0,0.1,0.211882361,21.188236099999997,0.0,0.0,100.0,1.0,0.11,-11.0,-27980.204619083062,27980.204619083062,0.0,-27980.204619083062,27980.204619083062,0.0,-38047.7835015197,38047.7835015197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-939092.9273968582,-939092.9273968582,94008.19273968582,94008.19273968582,93908.19273968582,0.0,100.0,0.0,0.0,94008.19273968582,94008.19273968582,1,0.0,100.0
44,88590.37767972102,0.0,-885903.7767972101,0.0,10.0,0.0,-0.0,0.1,0.203469985,20.346998499999998,0.0,0.0,100.0,1.0,0.11,-11.0,-27977.497239951303,27977.497239951303,0.0,-27977.497239951303,27977.497239951303,0.0,-32735.38319981841,32735.38319981841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-885914.7767972101,-885914.7767972101,88690.37767972102,88690.37767972102,88590.37767972102,0.0,100.0,0.0,0.0,88690.37767972102,88690.37767972102,1,0.0,100.0
45,55056.63972385257,0.0,-550566.3972385257,0.0,10.0,0.0,-0.0,0.1,0.2017418889999999,0.0,0.0,0.0,0.0,0.0,0.11,-0.0,-12063.413857115833,12063.413857115833,0.0,-12063.413857115833,12063.413857115833,0.0,-30929.8120096209,30929.8120096209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-550566.3972385257,-550566.3972385257,55056.63972385257,55056.63972385257,55056.63972385257,0.0,0.0,0.0,0.0,55056.63972385257,55056.63972385257,0,0.0,0.0
46,52619.82235802396,0.0,-526198.2235802396,0.0,10.0,0.0,-0.0,0.1,0.195967453,0.0,0.0,0.0,0.0,0.0,0.11,-0.0,-12037.39043069484,12037.39043069484,0.0,-12037.39043069484,12037.39043069484,0.0,-28545.04149663428,28545.04149663428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-526198.2235802396,-526198.2235802396,52619.82235802396,52619.82235802396,52619.82235802396,0.0,0.0,0.0,0.0,52619.82235802396,52619.82235802396,0,0.0,0.0
47,53249.408067953555,0.0,-532494.0806795355,0.0,10.0,0.0,-0.0,0.1,0.2144374289999999,0.0,0.0,0.0,0.0,0.0,0.11,-0.0,-12195.994914642575,12195.994914642575,0.0,-12195.994914642575,12195.994914642575,0.0,-28857.418238668408,28857.418238668408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-532494.0806795355,-532494.0806795355,53249.408067953555,53249.408067953555,53249.408067953555,0.0,0.0,0.0,0.0,53249.408067953555,53249.408067953555,0,0.0,0.0
48,52304.47846818093,0.0,-523044.7846818093,0.0,10.0,0.0,-0.0,0.1,0.272056768,0.0,0.0,0.0,0.0,0.0,0.08,-0.0,-12041.770913745682,12041.770913745682,0.0,-12041.770913745682,12041.770913745682,0.0,-28220.936640689568,28220.936640689568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-523044.7846818093,-523044.7846818093,52304.47846818093,52304.47846818093,52304.47846818093,0.0,0.0,0.0,0.0,52304.47846818093,52304.47846818093,0,0.0,0.0
